ID,Name,Proponent,Project Type,AFOLU Activities,Methodology,Status,Country/Area,Estimated Annual Emission Reductions,Region,Project Registration Date,Crediting Period Start Date,Crediting Period End Date,Total_Actual_VCUs_Issued,Actual_Issuance_Start_Date,Actual_Issuance_End_Date,t_actual_days,t_actual_years,Total_Estimated_ERs_Actual_Period,q_quotient,log_q_success_indicator,Regime,Technology_Category,Tech_Biomass and Waste,Tech_Energy Efficiency,Tech_Other_Renewable,Scale_Category,Scale_Large,Is_International,Tech_Hydro,Tech_Industrial Gases,Tech_Other,Tech_Solar,Is_CDM
3871,"Orissa Lighting Energy Efficiency Project (OLEEP) in Bhadrak Circle, Bhadrak District, Orissa, India",Det Norske Veritas- CUK,EE households: Lighting,,AMS-II.J. 3.0,Registered,India,26873,ASP,2010-12-15 00:00:00,2010-12-15 00:00:00,2017-12-14 00:00:00,,,,,,,,,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
3880,(ABGSPL): Methane recovery in waste water treatment & Methane/Biomass Energy Generation Project,Det Norske Veritas- CUK,Methane avoidance: Waste water,,AMS-I.C. 16.0,Registered,India,26578,ASP,2011-06-30 00:00:00,2011-03-04 00:00:00,2018-03-03 00:00:00,194192.0,2013-03-06 00:00:00,2022-10-10 00:00:00,3505.0,9.596167008898014,255046.92676249144,0.7613971376367077,-0.2726001943831919,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
3884,Grid connected wind energy project in Tamil Nadu by Super Wind Project Private Ltd.,Det Norske Veritas- CUK,Wind: Wind,,ACM0002 10.0,Registered,India,80087,ASP,2010-12-20 00:00:00,2010-12-18 00:00:00,2017-12-17 00:00:00,55175.0,2012-11-20 00:00:00,2012-11-20 00:00:00,0.0,,,,,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
3890,Fuel switch from fossil fuel to biomass residues for cogeneration in integrated pulp and paper unit of ITC PSPD at Bhadrachalam,Det Norske Veritas- CUK,Biomass Energy: Forest residues: other,,AM0036 3.0,Registered,India,74650,ASP,2011-09-30 00:00:00,2011-07-01 00:00:00,2021-06-30 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
3907,Rice Husk based cogeneration plant,SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: rice husk,,AMS-I.C. 15.0,Registered,India,37393,ASP,2010-12-20 00:00:00,2010-12-18 00:00:00,2017-12-17 00:00:00,37126.0,2013-04-05 00:00:00,2013-04-05 00:00:00,0.0,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
3912,Wind power project at Karnataka,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 15.0,Registered,India,7591,ASP,2011-04-29 00:00:00,2011-04-29 00:00:00,2021-04-28 00:00:00,5135.0,2013-06-20 00:00:00,2013-06-20 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3915,"Orissa Lighting Energy Efficiency  Project (OLEEP) in Digapahandi Division, Ganjam District, Orissa, India",Det Norske Veritas- CUK,EE households: Lighting,,AMS-II.J. 3.0,Registered,India,11601,ASP,2010-12-20 00:00:00,2010-12-18 00:00:00,2017-12-17 00:00:00,,,,,,,,,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
3920,"1.25 MW Wind Power Project at Rajasthan, India",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 15.0,Registered,India,2209,ASP,2010-12-23 00:00:00,2011-12-22 00:00:00,2021-12-21 00:00:00,11363.0,2022-08-11 00:00:00,2022-08-11 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3926,"Biomass based steam generation project at Raichur, India",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: rice husk,,AMS-I.C. 16.0,Registered,India,35188,ASP,2010-12-28 00:00:00,2011-01-01 00:00:00,2020-12-31 00:00:00,111317.0,2013-07-26 00:00:00,2022-12-08 00:00:00,3422.0,9.36892539356605,329673.74674880214,0.33765806679419635,-1.0857215322524574,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
3940,"1.2 MW wind power project of Matrix Clothing at Gujarat, India",TÜV SÜD South Asia Private Limited (TÜV SÜD),Wind: Wind,,AMS-I.D. 16.0,Registered,India,2536,ASP,2010-12-28 00:00:00,2010-12-25 00:00:00,2017-12-24 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3946,"7.5 MW Wind Power project in Jodhpur, Rajasthan",SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 15.0,Registered,India,13321,ASP,2011-01-05 00:00:00,2011-01-05 00:00:00,2021-01-04 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3964,Wind power project by ICSA India Ltd.,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 16.0,Registered,India,22636,ASP,2011-05-04 00:00:00,2011-01-25 00:00:00,2021-01-24 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3966,Small Hydro Power Project at Jirah,Det Norske Veritas- CUK,Hydro: Run of river,,AMS-I.D. 16.0,Registered,India,16373,ASP,2010-12-23 00:00:00,2010-12-23 00:00:00,2020-12-22 00:00:00,19358.0,2013-03-19 00:00:00,2013-03-19 00:00:00,0.0,,,,,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
3973,Environmental Friendly Power Generation,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 15.0,Registered,India,6956,ASP,2010-12-28 00:00:00,2011-01-01 00:00:00,2020-12-31 00:00:00,7643.0,2012-12-14 00:00:00,2012-12-14 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3977,1.2 MW Wind Power Project in Maharashtra,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 15.0,Registered,India,1939,ASP,2010-12-23 00:00:00,2011-01-01 00:00:00,2020-12-31 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3981,"1.5 MW Grid connected Wind Electricity Generation at Tirunelveli District, Tamil Nadu, India.",Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 15.0,Registered,India,3321,ASP,2011-01-04 00:00:00,2011-01-01 00:00:00,2020-12-31 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
3996,"22.5 MW Wind Power Project by Ruchi Soya Industries Limited at Palsodi, District-Ratlam, Madhya Pradesh",RWTÜV GmbH,Wind: Wind,,ACM0002 11.0,Registered,India,45851,ASP,2011-01-10 00:00:00,2011-01-10 00:00:00,2021-01-09 00:00:00,,,,,,,,,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4018,3.6MW Wind Power Project by M/s Hira Steels Ltd,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 15.0,Registered,India,7932,ASP,2011-04-28 00:00:00,2011-01-18 00:00:00,2018-01-17 00:00:00,15174.0,2016-01-12 00:00:00,2016-01-12 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4024,iHOT - I water heating service,RWTÜV GmbH,Solar: Solar water heating,,AMS-I.C. 16.0,Registered,India,28350,ASP,2011-01-10 00:00:00,2011-01-10 00:00:00,2018-01-09 00:00:00,,,,,,,,,CDM,Solar,False,False,False,SMALL,0,1,False,False,False,True,1
4025,4.8 MW biomass based power plant at Shreyans Industries,SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: rice husk,,AMS-I.C. 17.0,Registered,India,18282,ASP,2011-05-23 00:00:00,2011-02-02 00:00:00,2021-02-01 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4026,"30 MW wind power project at Surajbari, Gujarat in India",Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,ACM0002 11.0,Registered,India,54460,ASP,2011-01-17 00:00:00,2011-01-17 00:00:00,2018-01-16 00:00:00,216277.0,2012-08-01 00:00:00,2022-05-05 00:00:00,3564.0,9.757700205338809,531404.3531827516,0.40699139686125546,-0.8989632316959846,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4039,3 MW renewable energy project by Gunsola Hydro Power Generation Pvt. Ltd.,Det Norske Veritas- CUK,Hydro: Run of river,,AMS-I.D. 15.0,Registered,India,11650,ASP,2011-01-17 00:00:00,2011-01-15 00:00:00,2021-01-14 00:00:00,,,,,,,,,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
4050,"3 MW bundled Wind Power project at Ambaliyara and Jangi Villages, district Kutch, Gujarat, India, implemented by M/s Terapanth Foods Limited and Kutch Salt & Allied Industries Limited.",Det Norske Veritas- CUK,Wind: Wind,,AMS-I.D. 16.0,Registered,India,5475,ASP,2011-04-15 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,12946.0,2014-11-21 00:00:00,2014-11-21 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4057,Bagasse based Cogeneration Project - Satish Sugar Limited,RWTÜV GmbH,Biomass Energy: Bagasse power,,ACM0006 9.0,Registered,India,27829,ASP,2011-06-22 00:00:00,2011-02-17 00:00:00,2021-02-16 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
4058,Kolar Biogas Project,SGS United Kingdom Limited (SGS),Methane avoidance: Manure,,AMS-I.C. 18.0; AMS-I.E. 3.0; AMS-III.R. 1.0,Registered,India,55147,ASP,2011-11-24 00:00:00,2012-04-01 00:00:00,2022-03-31 00:00:00,345028.0,2016-03-11 00:00:00,2022-06-23 00:00:00,2295.0,6.283367556468172,346508.8706365503,0.995726312478437,-0.0042828458265488645,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4062,5 MW Wind Power Project by Gokul Refoils and Solvent Limited,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.F. 1.0,Registered,India,9548,ASP,2011-05-23 00:00:00,2011-02-07 00:00:00,2021-02-06 00:00:00,5956.0,2013-04-22 00:00:00,2013-04-22 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4063,10MW biomass power plant at Sangli by Sinewave Power,Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 15.0,Registered,India,52812,ASP,2011-09-30 00:00:00,2012-09-30 00:00:00,2019-09-29 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4066,Modal Shift from Road to Train for transportation of cars,Det Norske Veritas- CUK,Transport: Mode shift: road to rail,,AMS-III.C. 11.0,Registered,India,23001,ASP,2011-02-04 00:00:00,2011-02-04 00:00:00,2021-02-03 00:00:00,,,,,,,,,CDM,Other Renewable,False,False,True,SMALL,0,1,False,False,False,False,1
4072,Wind power project by Patnaik Minerals Pvt. Ltd,RWTÜV GmbH,Wind: Wind,,ACM0002 10.0,Registered,India,64506,ASP,2011-05-30 00:00:00,2012-05-28 00:00:00,2022-05-27 00:00:00,,,,,,,,,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4078,"Biomass based power generation project in Maharashtra, India",SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 15.0,Registered,India,49766,ASP,2011-01-26 00:00:00,2011-01-26 00:00:00,2021-01-25 00:00:00,352146.0,2012-06-06 00:00:00,2022-07-12 00:00:00,3688.0,10.097193702943189,502496.94182067073,0.7007923246738337,-0.3555436916547579,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4081,Cleaner Technology in Electricity Production,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 15.0,Registered,India,7901,ASP,2011-01-20 00:00:00,2011-01-20 00:00:00,2021-01-19 00:00:00,6403.0,2012-08-31 00:00:00,2012-08-31 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4088,Avoidance of HFC-134a emissions in rigid Poly Urethane Foam (PUF),SGS United Kingdom Limited (SGS),HFCs: HFC134a,,AMS-III.N. 3.0,Registered,India,15282,ASP,2011-02-03 00:00:00,2011-02-03 00:00:00,2021-02-02 00:00:00,,,,,,,,,CDM,Industrial Gases,False,False,False,SMALL,0,1,False,True,False,False,1
4100,MMEPL Renewable Energy Generation at Tamil Nadu,RINA Services S.p.A. (RINA),Wind: Wind,,AMS-I.D. 15.0,Registered,India,7130,ASP,2011-01-26 00:00:00,2011-01-26 00:00:00,2021-01-25 00:00:00,4499.0,2013-09-20 00:00:00,2013-09-20 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4107,"7.5 MW Grid connected biomass power project in Katni District, Madhya Pradesh.",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 15.0,Registered,India,29259,ASP,2011-02-07 00:00:00,2011-04-01 00:00:00,2018-03-31 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4119,10.5 MW wind mill project of ICF in the state of Tamil Nadu,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 15.0,Registered,India,24009,ASP,2011-07-22 00:00:00,2011-07-22 00:00:00,2018-07-21 00:00:00,16619.0,2013-05-28 00:00:00,2013-05-28 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4144,"GEI Wind Power Project in Karnataka, India",RWTÜV GmbH,Wind: Wind,,ACM0002 11.0,Registered,India,64095,ASP,2011-06-28 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,461423.0,2012-07-31 00:00:00,2022-01-17 00:00:00,3457.0,9.464750171115675,606643.1622176592,0.7606168316695618,-0.27362555426982543,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4164,"15 MW Neerukatte small hydroelectric project, Karnataka, India",Det Norske Veritas- CUK,Hydro: Run of river,,AMS-I.D. 15.0,Registered,India,43284,ASP,2011-05-23 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,,,,,,,,,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
4174,India: Himachal Pradesh Reforestation Project – Improving Livelihoods and Watersheds,TÜV SÜD South Asia Private Limited (TÜV SÜD),Reforestation: Reforestation,,AR-ACM0001 3.0,Registered,India,41400,ASP,2011-06-30 00:00:00,2006-07-01 00:00:00,2026-06-30 00:00:00,228334.0,2015-08-10 00:00:00,2019-10-31 00:00:00,1543.0,4.224503764544832,174894.45585215607,1.3055531056571519,0.2666267867342617,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
4196,"Waste heat utilization for charge pre-heating in a sponge iron manufacturing process of HKMPL,India",Det Norske Veritas- CUK,EE Industry: Iron & steel,,AM0066 2.0,Registered,India,18130,ASP,2011-03-25 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,,,,,,,,,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
4197,Bundled Wind Power Project in Maharashtra,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 16.0,Registered,India,5783,ASP,2011-02-25 00:00:00,2012-02-25 00:00:00,2022-02-24 00:00:00,40198.0,2023-02-07 00:00:00,2023-02-07 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4209,Grid connected wind energy project in Tamil Nadu by Simran Wind Project Private Ltd.,Det Norske Veritas- CUK,Wind: Wind,,ACM0002 11.0,Registered,India,50004,ASP,2011-02-21 00:00:00,2010-12-16 00:00:00,2017-12-15 00:00:00,143463.0,2012-11-14 00:00:00,2022-12-08 00:00:00,3676.0,10.064339493497604,503257.23203285417,0.2850689287076838,-1.25502427284104,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4213,Green House Gas Abatement through installation of Biomass fired boiler at Limtex Tea and Industries Ltd,SGS United Kingdom Limited (SGS),Biomass Energy: Agricultural residues: rice husk,,AMS-I.C. 16.0,Registered,India,19512,ASP,2011-07-11 00:00:00,2011-03-28 00:00:00,2021-03-27 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4223,"1.5 MW Wind Power Project in Sinnar, Maharashtra",Germanischer Lloyd Certification GmbH,Wind: Wind,,AMS-I.D. 15.0,Registered,India,2980,ASP,2011-03-08 00:00:00,2011-03-05 00:00:00,2021-03-04 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4239,Biomass based Process Steam Generation Project,Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: rice husk,,AMS-I.C. 16.0,Registered,India,21019,ASP,2011-08-18 00:00:00,2011-05-05 00:00:00,2021-05-04 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4243,The Converging World Renewable Energy India Wind Farm Phase 1,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 15.0,Registered,India,7786,ASP,2011-07-11 00:00:00,2011-04-05 00:00:00,2018-04-04 00:00:00,30123.0,2017-07-17 00:00:00,2017-07-17 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4249,"Power generation by utilizing Blast Furnace Gas at Mukand Limited, Ginigera, Karnataka",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,EE own generation: Iron & steel heat,,ACM0012 3.2,Registered,India,71581,ASP,2011-12-30 00:00:00,2011-12-01 00:00:00,2021-11-30 00:00:00,29511.0,2014-06-11 00:00:00,2014-06-11 00:00:00,0.0,,,,,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
4251,5.10 MW Bundled Wind Power Project in India,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 15.0,Registered,India,8502,ASP,2011-03-11 00:00:00,2011-05-01 00:00:00,2021-04-30 00:00:00,79869.0,2023-03-23 00:00:00,2023-03-23 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4272,2 x 2.5MW Sainj Hydro Electric Project implemented in Shimla District of Himachal Pradesh,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Hydro: Run of river,,AMS-I.D. 15.0,Registered,India,20859,ASP,2011-03-18 00:00:00,2011-02-01 00:00:00,2021-01-31 00:00:00,110102.0,2023-02-15 00:00:00,2023-02-15 00:00:00,0.0,,,,,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
4280,Wind based power generation by SRHHL,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 16.0,Registered,India,14033,ASP,2011-04-29 00:00:00,2011-03-01 00:00:00,2021-02-28 00:00:00,106070.0,2013-10-11 00:00:00,2022-04-21 00:00:00,3114.0,8.525667351129364,119640.68993839837,0.8865712831864664,-0.12039374701475468,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4301,"20.8 MW Grid connected wind electricity generation project at Dhule, Maharashtra",SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),Wind: Wind,,ACM0002 12.3.0,Registered,India,31196,ASP,2012-08-16 00:00:00,2012-06-11 00:00:00,2022-06-10 00:00:00,,,,,,,,,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4309,Balsio Small Hydroelectric Project of Ginni Global Pvt. Ltd.,TÜV SÜD South Asia Private Limited (TÜV SÜD),Hydro: Run of river,,AMS-I.D. 16.0,Registered,India,18443,ASP,2011-04-06 00:00:00,2012-03-01 00:00:00,2022-02-28 00:00:00,204044.0,2022-04-29 00:00:00,2022-04-29 00:00:00,0.0,,,,,CDM,Hydro,False,False,False,SMALL,0,1,True,False,False,False,1
4313,Bundled Wind Power Project by DTC and VST,SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),Wind: Wind,,AMS-I.D. 16.0,Registered,India,3874,ASP,2011-05-30 00:00:00,2011-03-07 00:00:00,2021-03-06 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4319,"10 MW Biomass based power generation project by Rake Power Limited at Ramtek, Nagpur",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 15.0,Registered,India,40244,ASP,2011-04-26 00:00:00,2011-02-15 00:00:00,2021-02-14 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4332,Dalmia Chini Mills Jawaharpur Project,Det Norske Veritas- CUK,Biomass Energy: Bagasse power,,ACM0006 10.1,Registered,India,34581,ASP,2011-04-04 00:00:00,2011-01-12 00:00:00,2021-01-11 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
4333,"10 MW Biomass based renewable energy generation for the grid at Sri Panchajanya Power Pvt. Limited in Hingoli District, Maharashtra",Det Norske Veritas- CUK,Biomass Energy: Agricultural residues: other kinds,,AMS-I.D. 15.0,Registered,India,36584,ASP,2011-04-04 00:00:00,2011-04-01 00:00:00,2018-03-31 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,SMALL,0,1,False,False,False,False,1
4334,Grid connected electricity generation using natural gas by the Vemagiri Power Generation Ltd.,SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),Fossil fuel switch: New natural gas plant,,AM0029 3.0,Registered,India,732614,ASP,2011-10-06 00:00:00,2011-10-01 00:00:00,2021-09-30 00:00:00,933740.0,2012-11-27 00:00:00,2017-05-22 00:00:00,1637.0,4.48186173853525,3283474.655715264,0.28437557706581307,-1.2574594600365616,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
4343,4.75 MW Bundled Wind Power Project by Associated Stone Industries (Kotah) Ltd,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 16.0,Registered,India,8899,ASP,2011-07-18 00:00:00,2011-05-01 00:00:00,2021-04-30 00:00:00,4010.0,2013-07-03 00:00:00,2013-07-03 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4346,1.8 MW Small Scale Wind Energy Project in Maharashtra-India by M/s Biotech Vision Care Pvt Ltd.,SIRIM QAS INTERNATIONAL SDN.BHD (SIRIM),Wind: Wind,,AMS-I.D. 16.0,Registered,India,3126,ASP,2011-10-10 00:00:00,2011-07-18 00:00:00,2021-07-17 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4351,"Wind energy based eco friendly electricity generation project located at Theni district, Tamil Nadu, India",Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 16.0,Registered,India,4120,ASP,2011-03-24 00:00:00,2011-03-01 00:00:00,2021-02-28 00:00:00,11655.0,2014-10-10 00:00:00,2014-10-10 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4352,Bundled Solar Power Project by EKI Energy Services Limited (EKIESL-CDM.July-14-01),Conestoga-Rovers & Associates Limited (CRA),Solar: Solar PV,,AMS-I.D. 18.0,Registered,India,16033,ASP,2018-09-03 00:00:00,2018-02-23 00:00:00,2025-02-22 00:00:00,,,,,,,,,CDM,Solar,False,False,False,SMALL,0,1,False,False,False,True,1
4364,50.4 MW wind power project by EN Renewable Energy Pvt. Ltd,RINA Services S.p.A. (RINA),Wind: Wind,,ACM0002 12.3.0,Registered,India,105239,ASP,2011-06-13 00:00:00,2011-04-01 00:00:00,2018-03-31 00:00:00,776440.0,2012-03-08 00:00:00,2021-07-16 00:00:00,3417.0,9.35523613963039,984535.6960985627,0.7886357021658156,-0.23745078571807937,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4377,12.25 MW Bundled Wind Power Project in India,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 15.0,Registered,India,23716,ASP,2012-03-05 00:00:00,2012-10-01 00:00:00,2022-09-30 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4382,Bundled Wind Power Project in Maharashtra & Gujarat by WPPL,SGS United Kingdom Limited (SGS),Wind: Wind,,AMS-I.D. 15.0,Registered,India,4572,ASP,2011-04-11 00:00:00,2011-02-01 00:00:00,2021-01-31 00:00:00,27782.0,2022-04-21 00:00:00,2022-04-21 00:00:00,0.0,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4411,"8.4 MW Wind Energy Project by Sanwaria Agro Oils Limited, India",Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 15.0,Registered,India,13151,ASP,2011-04-18 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4419,"Grid connected 156.1 MW Combined Cycle Power plant at Hazira, Gujarat",RWTÜV GmbH,Fossil fuel switch: New natural gas plant,,AM0029 3.0,Registered,India,76572,ASP,2012-02-09 00:00:00,2011-10-19 00:00:00,2021-10-18 00:00:00,392561.0,2015-10-12 00:00:00,2015-10-12 00:00:00,0.0,,,,,CDM,Other,False,False,False,LARGE,1,1,False,False,True,False,1
4433,3 MW Wind power project in Rajasthan,Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,AMS-I.D. 16.0,Registered,India,5205,ASP,2011-04-26 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4436,1.5 MW wind power project.,Lloyd’s Register Quality Assurance Ltd. (LRQA)    ,Wind: Wind,,AMS-I.D. 16.0,Registered,India,2544,ASP,2011-04-26 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
4437,"GREEN ENERGY TO GRID at Dhule, Maharashtra",Bureau Veritas Certification Holding SAS (BVCH),Wind: Wind,,ACM0002 12.3.0,Registered,India,37478,ASP,2011-06-03 00:00:00,2011-04-15 00:00:00,2021-04-14 00:00:00,316109.0,2012-07-12 00:00:00,2022-03-23 00:00:00,3541.0,9.69472963723477,363339.07734428474,0.8700110164601659,-0.13924940481578585,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4438,Energy Efficiency Improvement at Tamil Nadu Newsprint and Papers Limited,TÜV SÜD South Asia Private Limited (TÜV SÜD),Biomass Energy: Bagasse power,,ACM0006 10.1,Registered,India,132632,ASP,2011-07-21 00:00:00,2011-05-03 00:00:00,2021-05-02 00:00:00,,,,,,,,,CDM,Biomass and Waste,True,False,False,LARGE,1,1,False,False,False,False,1
4450,Grid connected renewable energy project in India,SGS United Kingdom Limited (SGS),Wind: Wind,,ACM0002 12.3.0,Registered,India,29369,ASP,2011-05-11 00:00:00,2011-05-01 00:00:00,2021-04-30 00:00:00,29174.0,2015-02-27 00:00:00,2015-02-27 00:00:00,0.0,,,,,CDM,Wind,False,False,False,LARGE,1,1,False,False,False,False,1
4458,CPPL Wind Energy Project,RWTÜV GmbH,Wind: Wind,,AMS-I.D. 15.0,Registered,India,20253,ASP,2011-05-12 00:00:00,2011-04-01 00:00:00,2021-03-31 00:00:00,,,,,,,,,CDM,Wind,False,False,False,SMALL,0,1,False,False,False,False,1
